title,content,topic,sentiment
ประชาชนสับสนข้อมูลสุขภาพที่แชร์ในโซเชียล,แพทย์แสดงความกังวลว่าข้อมูลสุขภาพที่ไม่ถูกต้องซึ่งแชร์กันในสื่อสังคมออนไลน์ทำให้ประชาชนสับสนและอาจรักษาตัวเองผิดวิธี จึงแนะให้ตรวจสอบแหล่งที่มาก่อนเชื่อ,health,negative
เปิดหลักสูตรอบรมผู้ดูแลผู้ป่วยติดเตียง,หน่วยงานเปิดอบรมผู้ดูแลผู้ป่วยติดเตียงให้กับญาติและผู้ช่วยเหลือดูแล ครอบคลุมการพลิกตัว การป้องกันแผลกดทับ และการให้อาหาร ผู้เข้าอบรมระบุว่านำไปใช้ได้จริง,health,positive
อัตราการเสียชีวิตจากอุบัติเหตุจราจรยังสูง,รายงานสาธารณสุขระบุว่าอัตราการเสียชีวิตจากอุบัติเหตุจราจรยังอยู่ในระดับสูงเมื่อเทียบกับหลายประเทศ โดยกลุ่มผู้ขับขี่รถจักรยานยนต์เป็นสัดส่วนมากที่สุด,health,negative
ผลการรักษาผู้ป่วยวัณโรคดีขึ้นหลังติดตามใกล้ชิด,โครงการติดตามผู้ป่วยวัณโรคอย่างใกล้ชิดทำให้อัตราการรักษาสำเร็จเพิ่มขึ้น โดยใช้การเยี่ยมบ้านและระบบเตือนกินยา ลดการขาดยาซึ่งเป็นสาเหตุของการดื้อยา,health,positive
เตือนระวังไข้หวัดใหญ่สายพันธุ์ใหม่ในต่างประเทศ,หน่วยงานเฝ้าระวังโรคติดต่อระหว่างประเทศเตือนให้ติดตามสถานการณ์ไข้หวัดใหญ่สายพันธุ์ใหม่ในต่างประเทศ และเตรียมความพร้อมด้านการตรวจวินิจฉัยในประเทศ,health,neutral
ขยายบริการทันตกรรมสำหรับเด็กในโรงเรียน,หน่วยบริการสาธารณสุขขยายบริการทันตกรรมเชิงรุกในโรงเรียน ทั้งการตรวจฟันและเคลือบฟลูออไรด์ ช่วยลดปัญหาฟันผุในเด็กประถมได้อย่างชัดเจน,health,positive
บุคลากรทางการแพทย์เผชิญภาวะหมดไฟ,ผลสำรวจพบบุคลากรทางการแพทย์จำนวนมากมีภาวะหมดไฟจากภาระงานที่หนักและเวลาพักผ่อนไม่เพียงพอ หน่วยงานเตรียมปรับตารางเวรและเพิ่มการสนับสนุนด้านจิตใจ,health,negative
ผลการดำเนินงานลดโรคไม่ติดต่อเข้าเป้า,หน่วยงานสาธารณสุขรายงานว่าผลการดำเนินงานลดปัจจัยเสี่ยงโรคไม่ติดต่อเป็นไปตามเป้าหมาย ทั้งการคัดกรองและการปรับพฤติกรรมในกลุ่มเสี่ยงระดับชุมชน,health,positive
ชุมชนร่วมกันปรับปรุงพื้นที่รกร้างเป็นสวนสาธารณะ,ชาวบ้านในชุมชนร่วมกับเทศบาลเปลี่ยนพื้นที่รกร้างให้เป็นสวนสาธารณะขนาดเล็ก มีลานออกกำลังกายและพื้นที่เล่นสำหรับเด็ก ผู้อยู่อาศัยระบุว่าคุณภาพชีวิตดีขึ้น,society,positive
ปัญหาความเหลื่อมล้ำทางรายได้ยังเป็นโจทย์ใหญ่,รายงานภาวะสังคมชี้ว่าความเหลื่อมล้ำทางรายได้ระหว่างเมืองและชนบทยังอยู่ในระดับสูง โดยครัวเรือนรายได้น้อยมีสัดส่วนหนี้ต่อรายได้มากกว่ากลุ่มอื่นอย่างชัดเจน,society,negative
เปิดศูนย์ดูแลเด็กเล็กในชุมชนแรงงาน,หน่วยงานท้องถิ่นเปิดศูนย์ดูแลเด็กเล็กในชุมชนแรงงาน ช่วยให้ผู้ปกครองไปทำงานได้โดยไม่ต้องทิ้งลูกไว้ลำพัง มีเด็กเข้ารับบริการเต็มจำนวนในเดือนแรก,society,positive
ผู้สูงอายุอยู่ลำพังเพิ่มขึ้นในสังคมไทย,สำนักงานสถิติรายงานว่าจำนวนผู้สูงอายุที่อาศัยอยู่ลำพังเพิ่มขึ้นต่อเนื่อง ซึ่งเพิ่มความเสี่ยงด้านสุขภาพและความปลอดภัย หน่วยงานเสนอให้ขยายระบบเยี่ยมบ้าน,society,negative
อาสาสมัครร่วมทำความสะอาดคลองในชุมชน,กลุ่มอาสาสมัครกว่า 300 คนร่วมกันเก็บขยะและกำจัดวัชพืชในคลองสายหลักของชุมชน ทำให้น้ำไหลได้ดีขึ้นและลดปัญหากลิ่นเหม็นในฤดูแล้ง,society,positive
ปัญหาคนไร้บ้านในเมืองใหญ่เพิ่มขึ้น,องค์กรภาคประชาสังคมรายงานว่าจำนวนคนไร้บ้านในเมืองใหญ่เพิ่มขึ้น ส่วนหนึ่งมาจากการสูญเสียงานและค่าเช่าที่สูงขึ้น หน่วยงานเปิดศูนย์พักพิงชั่วคราวเพิ่ม,society,negative
โครงการธนาคารเวลาช่วยดูแลผู้สูงอายุ,ชุมชนริเริ่มโครงการธนาคารเวลา ให้สมาชิกสะสมชั่วโมงจากการช่วยดูแลผู้สูงอายุและแลกเป็นบริการเมื่อจำเป็น ช่วยสร้างเครือข่ายการดูแลกันในชุมชน,society,positive
เด็กและเยาวชนเข้าถึงพื้นที่เล่นน้อยลง,ผลสำรวจพบว่าเด็กในเขตเมืองมีพื้นที่เล่นสาธารณะน้อยลง ส่งผลต่อพัฒนาการทางร่างกายและสังคม นักวิชาการเสนอให้กำหนดสัดส่วนพื้นที่สีเขียวต่อประชากรให้ชัดเจน,society,negative
ชาวบ้านรวมกลุ่มตั้งวิสาหกิจชุมชนแปรรูปผลผลิต,ชาวบ้านรวมกลุ่มตั้งวิสาหกิจชุมชนแปรรูปผลผลิตทางการเกษตร ทำให้ขายได้ราคาดีกว่าการขายผลผลิตสด สมาชิกมีรายได้เพิ่มขึ้นและลดปัญหาผลผลิตล้นตลาด,society,positive
ความรุนแรงในครอบครัวถูกแจ้งเหตุมากขึ้น,ศูนย์ช่วยเหลือรายงานว่าจำนวนการแจ้งเหตุความรุนแรงในครอบครัวเพิ่มขึ้น ซึ่งส่วนหนึ่งสะท้อนว่าผู้เสียหายกล้าขอความช่วยเหลือมากขึ้น หน่วยงานเพิ่มบ้านพักฉุกเฉิน,society,negative
โรงเรียนและชุมชนร่วมกันแก้ปัญหาเด็กหลุดจากระบบ,โรงเรียนร่วมกับผู้นำชุมชนติดตามเด็กที่ขาดเรียนต่อเนื่องและช่วยแก้ปัญหาที่ต้นเหตุ ทั้งเรื่องค่าเดินทางและภาระครอบครัว ทำให้เด็กหลายรายกลับเข้าเรียนได้,society,positive
ประชาชนร้องเรียนปัญหาน้ำประปาไม่ไหลหลายวัน,ชาวบ้านในหลายชุมชนร้องเรียนว่าน้ำประปาไม่ไหลต่อเนื่องหลายวัน ทำให้ใช้ชีวิตลำบาก การประปาชี้แจงว่าเกิดจากท่อแตกและเร่งซ่อมพร้อมแจกน้ำสะอาดชั่วคราว,society,negative
เปิดพื้นที่ตลาดชุมชนให้ผู้ค้ารายย่อย,เทศบาลจัดพื้นที่ตลาดชุมชนให้ผู้ค้ารายย่อยขายสินค้าโดยไม่เก็บค่าเช่าในช่วงแรก ช่วยให้ผู้มีรายได้น้อยมีช่องทางค้าขายและลดปัญหาการขายบนทางเท้า,society,positive
คนพิการยังเข้าถึงระบบขนส่งสาธารณะได้ยาก,องค์กรด้านคนพิการระบุว่าระบบขนส่งสาธารณะหลายส่วนยังไม่รองรับผู้ใช้รถเข็น ทั้งทางลาดและลิฟต์ที่ชำรุด จึงเรียกร้องให้ปรับปรุงตามมาตรฐานที่กฎหมายกำหนด,society,negative
ชุมชนจัดงานประเพณีท้องถิ่นคึกคัก,ชุมชนจัดงานประเพณีท้องถิ่นประจำปี มีผู้เข้าร่วมจากพื้นที่ใกล้เคียงจำนวนมาก ช่วยสืบสานวัฒนธรรมและสร้างรายได้ให้ผู้ค้าในพื้นที่,society,positive
แรงงานนอกระบบเข้าถึงสวัสดิการได้มากขึ้น,หน่วยงานขยายการขึ้นทะเบียนแรงงานนอกระบบให้เข้าถึงสิทธิประกันสังคมภาคสมัครใจ ทำให้ผู้ประกอบอาชีพอิสระมีหลักประกันด้านสุขภาพและชราภาพ,society,positive
ปัญหาขยะในชุมชนสะสมจากการจัดเก็บล่าช้า,ชาวบ้านสะท้อนปัญหาขยะสะสมในชุมชนเนื่องจากรถเก็บขยะเข้าไม่สม่ำเสมอ ส่งกลิ่นรบกวนและเป็นแหล่งเพาะพันธุ์สัตว์พาหะ เทศบาลรับเรื่องและปรับตารางจัดเก็บ,society,negative
เปิดห้องสมุดชุมชนพร้อมพื้นที่เรียนรู้ฟรี,ชุมชนร่วมกับภาคเอกชนเปิดห้องสมุดชุมชนที่มีอินเทอร์เน็ตและพื้นที่ติวหนังสือให้เยาวชนใช้ฟรี มีนักเรียนเข้ามาใช้บริการเต็มพื้นที่ทุกวันหลังเลิกเรียน,society,positive
ผู้ประสบภัยได้รับเงินเยียวยาล่าช้า,ผู้ประสบภัยในบางพื้นที่ระบุว่าได้รับเงินเยียวยาล่าช้ากว่ากำหนด ทำให้เดือดร้อนในการซ่อมแซมที่อยู่อาศัย หน่วยงานชี้แจงขั้นตอนและเร่งรัดการจ่ายเงิน,society,negative
เยาวชนจิตอาสาสอนผู้สูงอายุใช้สมาร์ทโฟน,กลุ่มเยาวชนจิตอาสาจัดกิจกรรมสอนผู้สูงอายุใช้สมาร์ทโฟนและระวังภัยออนไลน์ ผู้เข้าร่วมระบุว่าสามารถใช้แอปติดต่อลูกหลานและตรวจสอบข้อมูลได้ด้วยตนเอง,society,positive
เกิดข้อพิพาทเรื่องที่ดินระหว่างชาวบ้านและเอกชน,ชาวบ้านในพื้นที่ยื่นเรื่องร้องเรียนกรณีข้อพิพาทเรื่องแนวเขตที่ดินกับบริษัทเอกชน หน่วยงานตั้งคณะทำงานร่วมตรวจสอบเอกสารสิทธิ์และรับฟังทั้งสองฝ่าย,society,negative
ชุมชนตั้งกองทุนสวัสดิการช่วยสมาชิกยามเจ็บป่วย,สมาชิกในชุมชนร่วมกันตั้งกองทุนสวัสดิการโดยออมเงินรายเดือน เพื่อช่วยเหลือกันในกรณีเจ็บป่วยหรือเสียชีวิต ปัจจุบันมีสมาชิกกว่า 400 ครัวเรือน,society,positive
ผู้ปกครองกังวลความปลอดภัยเส้นทางไปโรงเรียน,ผู้ปกครองในชุมชนแสดงความกังวลเรื่องความปลอดภัยของเส้นทางเดินไปโรงเรียนที่ไม่มีทางเท้าและไฟส่องสว่าง หน่วยงานรับเรื่องและเตรียมสำรวจเพื่อปรับปรุง,society,negative
โครงการอาหารกลางวันเพิ่มคุณภาพโภชนาการ,โรงเรียนร่วมกับชุมชนปรับปรุงเมนูอาหารกลางวันให้มีผักและโปรตีนเพิ่มขึ้น โดยรับซื้อวัตถุดิบจากเกษตรกรในพื้นที่ ช่วยทั้งโภชนาการเด็กและรายได้ชุมชน,society,positive
สังคมสูงวัยกดดันระบบสวัสดิการ,นักวิชาการเตือนว่าการเข้าสู่สังคมสูงวัยอย่างสมบูรณ์จะกดดันระบบสวัสดิการและงบประมาณด้านสุขภาพ จึงควรเตรียมระบบการออมและการดูแลระยะยาวไว้ล่วงหน้า,society,negative
เปิดพื้นที่รับฟังปัญหาเยาวชนในชุมชน,หน่วยงานจัดเวทีให้เยาวชนสะท้อนปัญหาที่พบในชุมชน ทั้งเรื่องพื้นที่สร้างสรรค์และความปลอดภัย ข้อเสนอบางส่วนถูกบรรจุเข้าแผนพัฒนาท้องถิ่นปีถัดไป,society,positive
คนในชุมชนช่วยกันดูแลผู้ป่วยติดเตียง,เครือข่ายจิตอาสาในชุมชนจัดเวรผลัดกันเยี่ยมและช่วยดูแลผู้ป่วยติดเตียงที่ไม่มีญาติ ทำให้ผู้ป่วยได้รับการดูแลต่อเนื่องและญาติผู้ดูแลได้พักผ่อน,society,positive
ปัญหาที่จอดรถในชุมชนนำไปสู่ความขัดแย้ง,ที่จอดรถไม่เพียงพอในชุมชนหนาแน่นทำให้เกิดข้อพิพาทระหว่างเพื่อนบ้านบ่อยครั้ง คณะกรรมการชุมชนจัดทำกติกาการใช้พื้นที่ร่วมกันเพื่อลดความขัดแย้ง,society,negative
บริจาคสิ่งของช่วยผู้ประสบภัยล้นความคาดหมาย,ประชาชนร่วมบริจาคสิ่งของช่วยผู้ประสบภัยจำนวนมากเกินความคาดหมาย ผู้จัดต้องเปิดจุดรับเพิ่มและประสานการกระจายไปยังพื้นที่ที่ยังขาดแคลน,society,positive
เด็กในพื้นที่ห่างไกลขาดอุปกรณ์การเรียน,การสำรวจพบเด็กในพื้นที่ห่างไกลจำนวนหนึ่งขาดอุปกรณ์การเรียนพื้นฐานและอินเทอร์เน็ต ทำให้เสียโอกาสเรียนรู้ องค์กรการกุศลเริ่มระดมทุนช่วยเหลือ,society,negative
ชุมชนได้รับรางวัลการจัดการขยะต้นแบบ,ชุมชนได้รับรางวัลระดับจังหวัดจากการจัดการขยะแบบแยกประเภทและทำปุ๋ยหมัก ลดปริมาณขยะที่ต้องส่งกำจัดได้กว่าครึ่ง และมีรายได้จากการขายวัสดุรีไซเคิล,society,positive
เสียงร้องเรียนเรื่องเสียงดังรบกวนในที่พักอาศัย,ผู้อยู่อาศัยในอาคารชุดร้องเรียนปัญหาเสียงดังรบกวนในเวลากลางคืน นิติบุคคลออกประกาศกำหนดเวลาและมาตรการดูแล เพื่อลดข้อพิพาทระหว่างผู้พักอาศัย,society,negative
ผู้หญิงมีบทบาทเป็นผู้นำชุมชนเพิ่มขึ้น,การสำรวจพบสัดส่วนผู้หญิงที่ดำรงตำแหน่งผู้นำชุมชนเพิ่มขึ้นอย่างชัดเจน ซึ่งช่วยให้ประเด็นด้านครอบครัวและเด็กได้รับการผลักดันในแผนพัฒนามากขึ้น,society,positive
แรงงานย้ายถิ่นเผชิญปัญหาที่อยู่อาศัย,ผลศึกษาพบแรงงานย้ายถิ่นในเมืองอุตสาหกรรมเผชิญปัญหาที่อยู่อาศัยแออัดและค่าเช่าสูง นักวิจัยเสนอให้พัฒนาที่พักราคาเข้าถึงได้ใกล้แหล่งงาน,society,negative
วัดและชุมชนร่วมจัดโรงทานช่วยผู้มีรายได้น้อย,วัดร่วมกับชุมชนจัดโรงทานแจกอาหารให้ผู้มีรายได้น้อยและคนไร้บ้านทุกสัปดาห์ มีผู้มารับบริการต่อเนื่อง และมีผู้บริจาควัตถุดิบเพิ่มขึ้นเรื่อย ๆ,society,positive
ร้องเรียนการก่อสร้างส่งผลกระทบต่อบ้านข้างเคียง,ผู้อยู่อาศัยร้องเรียนว่าการก่อสร้างอาคารข้างเคียงทำให้ผนังบ้านร้าวและมีฝุ่นรบกวน เจ้าหน้าที่เข้าตรวจสอบและสั่งผู้รับเหมาปรับมาตรการป้องกันผลกระทบ,society,negative
เปิดอบรมทักษะอาชีพให้ผู้ว่างงานในชุมชน,หน่วยงานจัดอบรมทักษะอาชีพระยะสั้นให้ผู้ว่างงานในชุมชน ทั้งงานช่างและการขายออนไลน์ ผู้ผ่านการอบรมบางส่วนเริ่มมีรายได้ภายในเดือนแรก,society,positive
ปัญหาสุนัขจรจัดในพื้นที่สาธารณะ,ชาวบ้านสะท้อนปัญหาสุนัขจรจัดในพื้นที่สาธารณะที่ก่อความไม่ปลอดภัยและเสี่ยงโรค เทศบาลร่วมกับปศุสัตว์จัดหน่วยทำหมันและฉีดวัคซีนเคลื่อนที่,society,negative
กลุ่มผู้สูงอายุจัดกิจกรรมออกกำลังกายทุกเช้า,กลุ่มผู้สูงอายุในชุมชนรวมตัวจัดกิจกรรมออกกำลังกายทุกเช้าที่ลานวัด ช่วยทั้งสุขภาพร่างกายและลดความเหงา สมาชิกใหม่เพิ่มขึ้นต่อเนื่องทุกเดือน,society,positive
เยาวชนกลุ่มเสี่ยงได้รับการดูแลผ่านโครงการพี่เลี้ยง,โครงการพี่เลี้ยงจับคู่เยาวชนกลุ่มเสี่ยงกับผู้ใหญ่ในชุมชนเพื่อให้คำแนะนำและติดตามอย่างต่อเนื่อง ผลติดตามหนึ่งปีพบพฤติกรรมเสี่ยงลดลงอย่างมีนัยสำคัญ,society,positive
ค่าเช่าที่พักในเมืองสูงขึ้นกระทบคนทำงาน,ผู้เช่าในเมืองใหญ่ระบุว่าค่าเช่าที่พักปรับสูงขึ้นเร็วกว่ารายได้ ทำให้ต้องย้ายไปอยู่ไกลออกไปและเสียเวลาเดินทางมากขึ้น นักวิชาการเสนอมาตรการที่อยู่อาศัยราคาเข้าถึงได้,society,negative
ชุมชนติดตั้งไฟส่องสว่างเพิ่มความปลอดภัย,ชุมชนร่วมกับหน่วยงานติดตั้งไฟส่องสว่างตามตรอกซอยที่มืด ทำให้ผู้อยู่อาศัยรู้สึกปลอดภัยมากขึ้นเมื่อเดินกลับบ้านในเวลากลางคืน,society,positive
การเข้าถึงข้อมูลข่าวสารของผู้สูงอายุยังจำกัด,ผลศึกษาพบผู้สูงอายุจำนวนมากยังเข้าถึงข้อมูลข่าวสารของรัฐได้จำกัด เนื่องจากช่องทางส่วนใหญ่เป็นออนไลน์ หน่วยงานเตรียมเพิ่มช่องทางเสียงและเอกสารตัวใหญ่,society,negative
ตลาดนัดชุมชนช่วยลดค่าครองชีพผู้อยู่อาศัย,ตลาดนัดชุมชนที่จัดสัปดาห์ละสองครั้งช่วยให้ผู้อยู่อาศัยซื้อสินค้าจำเป็นในราคาถูกกว่าร้านค้าทั่วไป และเป็นพื้นที่พบปะที่สร้างความสัมพันธ์ในชุมชน,society,positive
ผู้ประสบปัญหาหนี้นอกระบบเข้าสู่กระบวนการไกล่เกลี่ย,ศูนย์ไกล่เกลี่ยรับเรื่องผู้ประสบปัญหาหนี้นอกระบบจำนวนมาก และช่วยเจรจาปรับโครงสร้างหนี้กับเจ้าหนี้ ทำให้ลูกหนี้หลายรายกลับมาผ่อนชำระได้ตามความสามารถ,society,positive
เกิดข้อถกเถียงเรื่องการใช้พื้นที่สาธารณะ,ชุมชนเกิดข้อถกเถียงเรื่องการจัดสรรการใช้พื้นที่สาธารณะระหว่างกลุ่มผู้ค้าและผู้ใช้พื้นที่ออกกำลังกาย หน่วยงานจัดเวทีเจรจาเพื่อหาข้อตกลงร่วมกัน,society,neutral
สำรวจความคิดเห็นประชาชนเรื่องบริการท้องถิ่น,หน่วยงานท้องถิ่นสำรวจความคิดเห็นประชาชนเกี่ยวกับคุณภาพบริการสาธารณะ ผลสำรวจจะนำไปใช้ปรับปรุงแผนงบประมาณและลำดับความสำคัญของโครงการ,society,neutral
ประชาชนพอใจบริการศูนย์ราชการแบบเบ็ดเสร็จ,ศูนย์บริการราชการแบบเบ็ดเสร็จได้รับคะแนนความพึงพอใจสูง เนื่องจากประชาชนติดต่อหลายหน่วยงานได้ในจุดเดียวและใช้เวลาน้อยลงกว่าเดิมอย่างชัดเจน,society,positive
เตือนภัยการหลอกลวงผู้สูงอายุในชุมชน,ผู้นำชุมชนเตือนสมาชิกให้ระวังกลุ่มบุคคลที่เข้ามาหลอกขายสินค้าราคาแพงเกินจริงกับผู้สูงอายุ และแนะให้ปรึกษาลูกหลานก่อนตัดสินใจซื้อทุกครั้ง,society,negative
ฝนตกหนักทำให้เกิดน้ำท่วมหลายพื้นที่,ฝนที่ตกหนักต่อเนื่องทำให้เกิดน้ำท่วมขังในหลายพื้นที่ ระดับน้ำสูงกว่า 50 เซนติเมตรในบางจุด ประชาชนได้รับความเดือดร้อนและต้องขนย้ายสิ่งของขึ้นที่สูง,disaster,negative
เตือนพื้นที่เสี่ยงน้ำป่าไหลหลากและดินสไลด์,กรมอุตุนิยมวิทยาเตือนประชาชนในพื้นที่ลาดเชิงเขาเฝ้าระวังน้ำป่าไหลหลากและดินสไลด์ในช่วง 48 ชั่วโมงข้างหน้า และให้เตรียมพร้อมอพยพหากได้รับแจ้งเตือน,disaster,neutral
พายุพัดบ้านเรือนเสียหายกว่า 200 หลัง,พายุฤดูร้อนพัดถล่มพื้นที่ ทำให้บ้านเรือนได้รับความเสียหายกว่า 200 หลัง หลังคาปลิวและต้นไม้ล้มทับสายไฟ เจ้าหน้าที่เร่งสำรวจความเสียหายเพื่อช่วยเหลือ,disaster,negative
อพยพประชาชนออกจากพื้นที่เสี่ยงได้ทันเวลา,เจ้าหน้าที่อพยพประชาชนกว่า 800 คนออกจากพื้นที่เสี่ยงน้ำป่าได้ทันเวลาก่อนมวลน้ำมาถึง ทำให้ไม่มีผู้เสียชีวิต ศูนย์พักพิงรองรับผู้อพยพได้ครบทุกครัวเรือน,disaster,positive
ระดับน้ำในเขื่อนลดลงต่ำกว่าเกณฑ์ เสี่ยงภัยแล้ง,กรมชลประทานรายงานว่าระดับน้ำในเขื่อนหลายแห่งลดลงต่ำกว่าเกณฑ์ปกติ จึงขอความร่วมมือเกษตรกรงดทำนาปรังในบางพื้นที่และวางแผนใช้น้ำอย่างประหยัด,disaster,negative
ไฟป่าลุกลามในพื้นที่อุทยาน เจ้าหน้าที่เร่งควบคุม,เกิดไฟป่าลุกลามในพื้นที่อุทยานแห่งชาติกว่า 300 ไร่ เจ้าหน้าที่และอาสาสมัครระดมกำลังเข้าควบคุมเพลิง โดยใช้เฮลิคอปเตอร์โปรยน้ำในจุดที่เข้าถึงยาก,disaster,negative
แผ่นดินไหวขนาด 4.2 รับรู้แรงสั่นสะเทือนหลายอำเภอ,เกิดแผ่นดินไหวขนาด 4.2 โดยประชาชนในหลายอำเภอรับรู้แรงสั่นสะเทือน ยังไม่มีรายงานความเสียหายต่อโครงสร้างอาคาร หน่วยงานเฝ้าติดตามอาฟเตอร์ช็อก,disaster,neutral
น้ำท่วมคลี่คลาย ประชาชนเริ่มกลับเข้าบ้าน,สถานการณ์น้ำท่วมในพื้นที่คลี่คลายลงหลังระดับน้ำลดต่อเนื่อง ประชาชนเริ่มกลับเข้าบ้านและทำความสะอาด หน่วยงานส่งทีมสุขาภิบาลเข้าช่วยฉีดพ่นยาฆ่าเชื้อ,disaster,positive
ศูนย์พักพิงรองรับผู้อพยพไม่เพียงพอ,ผู้อพยพจากพื้นที่น้ำท่วมมีจำนวนมากกว่าที่ศูนย์พักพิงรองรับได้ ทำให้ต้องเปิดพื้นที่เพิ่มในโรงเรียนและวัด ขณะที่เครื่องนอนและน้ำดื่มยังขาดแคลน,disaster,negative
ระบบเตือนภัยล่วงหน้าช่วยลดความเสียหาย,หน่วยงานระบุว่าระบบเตือนภัยล่วงหน้าที่ติดตั้งใหม่ช่วยให้ประชาชนเตรียมตัวได้ก่อนน้ำมาถึงราว 6 ชั่วโมง ทำให้ความเสียหายต่อทรัพย์สินลดลงอย่างชัดเจน,disaster,positive
ดินสไลด์ปิดเส้นทางขึ้นดอย รถผ่านไม่ได้,ดินสไลด์จากฝนตกหนักปิดเส้นทางขึ้นดอยเป็นระยะทางกว่า 50 เมตร ทำให้รถไม่สามารถผ่านได้ เจ้าหน้าที่นำเครื่องจักรเข้าเปิดทางและคาดว่าจะใช้เวลาสองวัน,disaster,negative
เตรียมพร้อมรับมือฤดูฝน ซ้อมแผนอพยพ,หน่วยงานท้องถิ่นจัดซ้อมแผนอพยพรับมือฤดูฝนร่วมกับชุมชน ครอบคลุมเส้นทางอพยพและจุดรวมพล ผู้เข้าร่วมระบุว่าเข้าใจขั้นตอนชัดเจนกว่าปีก่อน,disaster,positive
ภัยแล้งกระทบพื้นที่เกษตรกว่าแสนไร่,สถานการณ์ภัยแล้งกระทบพื้นที่เกษตรกว่าหนึ่งแสนไร่ ทำให้ผลผลิตเสียหายและเกษตรกรขาดรายได้ หน่วยงานเร่งจัดรถบรรทุกน้ำและขุดบ่อน้ำตื้นเพิ่มในพื้นที่ขาดแคลน,disaster,negative
พบผู้สูญหายจากน้ำป่าปลอดภัยแล้ว,ทีมค้นหาพบผู้สูญหายจากเหตุน้ำป่าไหลหลากทั้งสองคนในสภาพปลอดภัย หลังติดอยู่บนที่สูงเป็นเวลาข้ามคืน แพทย์ตรวจร่างกายและระบุว่าไม่มีอาการรุนแรง,disaster,positive
ลมกระโชกแรงพัดป้ายโฆษณาล้มทับรถ,ลมกระโชกแรงพัดป้ายโฆษณาขนาดใหญ่ล้มทับรถยนต์ที่จอดอยู่ริมถนน 3 คัน ไม่มีผู้ได้รับบาดเจ็บ เจ้าหน้าที่สั่งตรวจสอบความมั่นคงของป้ายอื่นในพื้นที่,disaster,negative
เขื่อนระบายน้ำตามแผน ประชาชนได้รับแจ้งล่วงหน้า,กรมชลประทานแจ้งการระบายน้ำจากเขื่อนตามแผนบริหารจัดการน้ำ พร้อมประชาสัมพันธ์ให้ประชาชนริมแม่น้ำทราบล่วงหน้าสามวันเพื่อเตรียมขนย้ายทรัพย์สิน,disaster,neutral
น้ำทะเลหนุนสูงท่วมชุมชนริมฝั่ง,น้ำทะเลหนุนสูงประกอบกับน้ำเหนือไหลลง ทำให้ชุมชนริมฝั่งแม่น้ำถูกน้ำท่วมในช่วงเช้า ประชาชนต้องใช้เรือสัญจร เจ้าหน้าที่นำกระสอบทรายเสริมแนวป้องกัน,disaster,negative
ทีมกู้ภัยต่างจังหวัดเข้าเสริมกำลังพื้นที่ประสบภัย,ทีมกู้ภัยจากหลายจังหวัดเดินทางเข้าเสริมกำลังในพื้นที่ประสบภัย พร้อมนำเรือท้องแบนและเครื่องสูบน้ำ ช่วยเร่งการช่วยเหลือผู้ติดค้างในพื้นที่น้ำลึก,disaster,positive
ประเมินความเสียหายภาคเกษตรหลังน้ำลด,หลังน้ำลดลง หน่วยงานเริ่มลงพื้นที่ประเมินความเสียหายภาคเกษตรเพื่อจ่ายเงินชดเชย โดยจะใช้ภาพถ่ายดาวเทียมร่วมกับการสำรวจภาคสนามเพื่อความรวดเร็ว,disaster,neutral
ฟ้าผ่าทำให้ระบบไฟฟ้าขัดข้องเป็นวงกว้าง,ฟ้าผ่าลงหม้อแปลงทำให้ระบบไฟฟ้าขัดข้องเป็นวงกว้างในหลายตำบล การไฟฟ้าเร่งซ่อมและคืนระบบได้ภายในหกชั่วโมง ไม่มีรายงานผู้ได้รับบาดเจ็บ,disaster,negative
หมอกควันปกคลุมพื้นที่ ค่าฝุ่นเกินมาตรฐาน,หมอกควันจากการเผาในที่โล่งปกคลุมพื้นที่ ทำให้ค่าฝุ่นละอองเกินมาตรฐานต่อเนื่องหลายวัน หน่วยงานประกาศเตือนกลุ่มเสี่ยงและเข้มงวดการห้ามเผา,disaster,negative
บริจาคถุงยังชีพถึงมือผู้ประสบภัยครบทุกครัวเรือน,หน่วยงานร่วมกับภาคเอกชนกระจายถุงยังชีพถึงมือผู้ประสบภัยครบทุกครัวเรือนในพื้นที่ประกาศภัยพิบัติ โดยใช้ข้อมูลทะเบียนบ้านตรวจสอบเพื่อไม่ให้ตกหล่น,disaster,positive
เตือนคลื่นลมแรง ห้ามเรือเล็กออกจากฝั่ง,กรมอุตุนิยมวิทยาประกาศเตือนคลื่นลมแรงในทะเล โดยขอให้เรือเล็กงดออกจากฝั่งในช่วงสามวันข้างหน้า ผู้ประกอบการเรือท่องเที่ยวประกาศงดให้บริการชั่วคราว,disaster,neutral
ซ่อมแซมถนนที่ชำรุดจากน้ำท่วมเสร็จเร็วกว่ากำหนด,หน่วยงานทางหลวงซ่อมแซมถนนที่ชำรุดจากน้ำท่วมเสร็จเร็วกว่ากำหนดหนึ่งสัปดาห์ ทำให้ประชาชนสัญจรได้ตามปกติและการขนส่งสินค้าเกษตรกลับมาเดินได้,disaster,positive
